ab_depth_reached,ab_instability,ab_pruning_rate,ab_ranking_correlation,ab_reach_depth,ab_root_eval_std,best_move_margin,branch_mean_spread,branch_top2_gap,branch_value_skew,branching_mean_d2,branching_mean_d4,budget_coverage,depth,depth_chance_inter,depth_deficit,depth_deficit_rel,exact_second_best_value,heur_incoherence,leaf_density,leaf_depth_std,leaf_value_range,leaf_value_std_d3,leaf_value_std_d5,mcts_best_value_estimate,mcts_unanimous,mcts_visit_entropy,mcts_vote_margin,node_budget,node_count_d4,total_internal_nodes,total_min_nodes,total_nodes,which_algo,which_algo_enc,which_better,which_better_enc,is_tie,ab_correct,mcts_correct,mcts_correct_rate,is_contested,margin_category,margin_category_enc,tree_difficulty,tree_difficulty_enc,delta,ab_regret,mcts_regret
1,0.0,0.0,0.2323529411764706,1.1679498719299428,0.4035384436805369,0.6021229473423496,0.3663751778842106,0.3531398065527329,1.2531958519622608,0.0,0.0,0.099009900990099,2,0.0447251562595182,0.8320501280700572,0.4160250640350286,-0.3064245314325513,0.3713767573933767,0.9257425742574258,0.102863016372574,1.897229624527465,0.0,0.0,-0.6571075007853906,1,2.3978952727983707,0.0,20,0,15,13,202,AB,0,AB,0,0,1,0,0.0,0,high,2,medium,1,0.9528059166951888,0.0,0.9528059166951888
3,0.0,0.0939759036144578,0.6833333333333332,3.4535099980838173,0.3781060012305543,0.1805716529006162,0.2461288539701559,0.1048503445178057,0.7268890767757183,7.60377358490566,0.0,0.2503775294472969,4,2.1939159757744195,0.5464900019161827,0.1366225004790456,0.3679276565700683,0.2148122316098982,0.8655995167623075,0.1453181061670281,1.9516104158840752,0.4213155486626092,0.0,0.5092137688807539,1,1.7440293745561928,0.2256694709139384,829,2839,445,184,3311,Both,1,Tie,2,1,1,1,1.0,0,medium,1,easy,0,0.0,0.0,0.0
6,0.8,0.1659028414298808,0.4999999999999999,6.366152142447091,0.0728821665080811,0.0918737006903811,0.1641853649986746,0.151119250301279,-0.2851943736874313,4.2,3.5285714285714285,0.0916890982503364,8,5.622415786200274,1.633847857552909,0.2042309821941136,-0.6427436051207055,0.1239127833665011,0.7120625841184388,0.301631146923176,1.9998529471203643,0.0,0.4483116873129934,-0.5464712619824267,1,0.8941759503300482,0.3564120136950993,1090,75,3423,762,11888,Both,1,Tie,2,1,1,1,1.0,1,low,0,easy,0,0.0,0.0,0.0
2,1.0,0.0933521923620933,0.6909090909090909,2.639783364921525,0.4602339727827307,0.355349350522935,0.3232301860730074,0.0541811437901328,-0.3533403235454669,12.391304347826088,0.0,0.0400022664173607,4,0.725061518762786,1.3602166350784746,0.3400541587696186,0.1370766606084747,0.4344374777544492,0.9182389937106918,0.0955652304685524,1.997219453526475,0.5894856340640827,0.0,0.5611906690199557,1,2.1709796258553555,0.0195983668415696,706,16089,1443,1094,17649,Neither,3,MCTS,1,0,0,0,0.0,0,medium,1,hard,2,-0.0288502850448281,0.4917498817537738,0.4628995967089456
4,0.6666666666666666,0.120162932790224,0.5515151515151515,3.841350639572608,0.517286422500256,0.1775500406240198,0.302173528808434,0.0726077397346592,-0.0333124770107898,7.68,7.899812984237243,0.0857850276725895,5,3.488071908464396,1.158649360427392,0.2317298720854784,0.5269471350594379,0.2026905019958189,0.8734634430527236,0.1438143916178575,1.9983924558047872,0.5801763568811661,0.6602271671384813,0.6516107913281528,1,1.5193859173969126,0.3466912925687286,2945,4097,4344,151,34330,Both,1,Tie,2,1,1,1,1.0,0,medium,1,easy,0,0.0,0.0,0.0
1,0.0,0.0,0.8095238095238095,1.6193269983758576,0.4109643400093858,0.3431307429363604,0.2546613251913249,0.0324866109984451,-0.4520271959167274,7.433333333333334,0.0,0.0562015503875969,3,0.0,1.3806730016241424,0.4602243338747141,-0.2703991547345251,0.4388321366741191,0.8662790697674418,0.047245440899201,1.9286448831461849,0.482394650059598,0.0,-0.2665885174503438,1,2.025326220770068,0.0,29,0,69,8,516,Neither,3,AB,0,0,0,0,0.0,0,medium,1,hard,2,0.4744610456508521,0.3431307429363604,0.8175917885872125
1,0.0,0.0,0.8333333333333334,1.3634165139304208,0.7234474074929977,0.6068735486793242,0.5632264728560158,0.1733993453527905,0.101389958014835,0.0,0.0,0.238095238095238,2,0.5127251966002342,0.6365834860695792,0.3182917430347896,-0.0342890011176666,0.4754444724471138,0.8928571428571429,0.0,1.99884730273124,0.0,0.0,0.4059470954889537,1,2.025326220770068,0.0,20,0,9,7,84,Neither,3,AB,0,0,0,0,0.0,0,high,2,hard,2,0.3168202212507459,0.6068735486793242,0.92369376993007
1,0.0,0.0,0.3916083916083916,1.9956351945975497,0.3925977663824649,0.342877792229653,0.3520458061253003,0.0879404068965932,0.5143362395400028,10.414414414414416,0.0,0.0769230769230769,3,1.3202359098514513,1.0043648054024503,0.3347882684674834,0.5182280293098657,0.2813645616457255,0.9044289044289044,0.0969040176411425,1.9872497324617964,0.5849739138992102,0.0,0.8445806409067209,0,2.37795551695664,0.0226984126984126,99,0,123,5,1287,Neither,3,MCTS,1,0,0,0,0.2,0,medium,1,hard,2,-0.0685755584459305,0.342877792229653,0.2743022337837224
1,0.0,0.0,0.4857142857142857,1.859738746970775,0.702645532652005,0.1740514655325317,0.1854075729552069,0.0071904849452781,-0.9384726741575428,6.1891891891891895,0.0,0.1018181818181818,3,0.2864593960540017,1.140261253029225,0.380087084343075,-0.6569471473899573,0.5146117675144243,0.84,0.0926447383507909,1.8855272606165263,0.4481901236565123,0.0,-0.3523401805706789,0,1.6994115355731096,0.08,28,0,44,6,275,Both,1,AB,0,0,1,1,0.6,0,medium,1,easy,0,0.1282625163190098,0.0,0.1282625163190098
1,0.0,0.0,0.4857142857142857,1.709761005648322,0.1387950742201873,0.1040904598047165,0.1518419114482658,0.2256164187588903,0.9926989893021816,7.68,0.0,0.0221378874130297,4,2.960240535592435,2.290238994351678,0.5725597485879195,-0.6597706546155591,0.1144010573747154,0.8690702087286527,0.1799025943678123,1.8598825856643488,0.4213332970597259,0.0,-0.3990179336936056,0,1.7782333057997073,0.0769230769230769,35,1354,207,53,1581,Both,1,AB,0,0,1,1,0.6,0,medium,1,easy,0,0.0823862157359366,0.0,0.0823862157359366
4,1.0,0.1019206377967023,0.5535714285714286,3.7462206254577337,0.37047450762807,0.1440032652316511,0.2706865144615622,0.0311002903039465,-0.4710076015763183,12.583333333333334,0.0,0.4835487404162103,4,1.3368521294600473,0.2537793745422663,0.0634448436355665,0.2819993317523369,0.4475289785651073,0.92,0.0996584999539661,1.999101133921541,0.595398457399199,0.0,0.3870160037095309,0,1.6433720102635876,0.2398874810641985,11037,20841,1826,1137,22825,MCTS,2,MCTS,1,0,0,1,0.8,0,medium,1,medium,1,-0.1638002076199253,0.1926008606662555,0.0288006530463302
2,0.0,0.0376344086021505,0.8424242424242424,2.177057473817908,0.5517614958639874,0.0751915207735381,0.2550776871657951,0.0221659847251419,-0.3308259483301443,10.74,0.0,0.1553316540722082,3,0.7766034002061301,0.822942526182092,0.2743141753940306,0.8760848728269984,0.2642125675967275,0.906801007556675,0.074328267556998,1.812538999147884,0.4124589189185484,0.0,0.9371535744133832,0,2.2272377521793887,0.0094742063492063,185,0,111,8,1191,Both,1,AB,0,0,1,1,0.6,1,low,0,easy,0,0.0396423755284269,0.0,0.0396423755284269
4,1.0,0.0912057178371659,0.5636363636363636,3.4189786611261512,0.3459489600083938,0.0315315937530228,0.2988103948062167,0.0144050719453321,0.0819181844825376,12.96923076923077,0.0,0.2903880866425993,4,3.1921076246224542,0.5810213388738488,0.1452553347184622,0.2560755480165971,0.279504822634734,0.9242328519855596,0.0996724135754076,1.98127585930352,0.4629781603002175,0.0,0.4294867369799472,1,1.726055455367865,0.110467071847173,6435,20318,1679,298,22160,Neither,3,Tie,2,1,0,0,0.0,1,low,0,hard,2,0.0,0.0315315937530228,0.0315315937530228
5,0.75,0.1656472986748216,0.8999999999999998,4.618148857767449,0.3075579222917035,0.1990501288265699,0.2320460965948895,0.1866264182552895,-0.1314063465096372,5.84,5.902306648575305,0.1375092011637281,6,0.0,1.3818511422325512,0.2303085237054252,-0.1369377375606034,0.2842024630839986,0.8294367135195766,0.1879478999732302,1.9793397817885872,0.4317983498919164,0.4592915637122781,0.112580030921326,1,1.24080287997424,0.1623924854957732,3923,804,4866,4103,28529,Both,1,Tie,2,1,1,1,1.0,0,medium,1,easy,0,0.0,0.0,0.0
3,1.0,0.108829568788501,0.6571428571428571,3.84370753050332,0.3239406516929842,0.1530162230164729,0.1253758591674129,0.1733335067950094,0.6039900256331215,4.809523809523809,4.930232558139535,0.0390204737053392,6,0.0,2.1562924694966803,0.3593820782494467,-0.1105305477339875,0.2476531837850643,0.7995182657567242,0.2224128009080786,1.95427735420554,0.2801083666232355,0.4144115832113337,0.167593953940548,0,1.7165870949511606,0.0580208419216554,486,476,2497,2045,12455,Neither,3,MCTS,1,0,0,0,0.2,0,medium,1,hard,2,-0.0714550068024917,0.3572750340124587,0.2858200272099669
3,1.0,0.081081081081081,-0.4999999999999999,5.169925001442312,0.3234703436665168,0.3566136835743643,0.3856746223745234,0.1448769477319136,-0.6330095298793819,2.25,2.4,0.0547945205479452,8,0.428678795460896,2.830074998557688,0.353759374819711,-0.2421502406020553,0.2693455880281669,0.563165905631659,0.711914670570743,1.9979724219611632,0.0,0.6043064592489633,0.1408969214775316,0,1.0091279995571607,0.2104761904761904,36,18,287,187,657,MCTS,2,MCTS,1,0,0,1,0.6,0,medium,1,medium,1,-0.5409299011316432,0.9015498352194052,0.3606199340877621
3,1.0,0.1054187192118226,0.6333333333333333,3.3286139790011138,0.3462871179881906,0.2531938524113163,0.2096911520994111,0.1852624775662279,1.0342972655602247,7.655172413793103,8.038114343029088,0.0364355012576356,5,2.1483021459131297,1.6713860209988862,0.3342772041997772,0.0445535113365907,0.3107233033547072,0.875601868487244,0.1459281583278343,1.997044915279957,0.4381820074032347,0.585660389545629,0.1698718331715072,1,1.684796946288586,0.3747592987189173,1014,3268,3462,247,27830,Both,1,Tie,2,1,1,1,1.0,0,medium,1,easy,0,0.0,0.0,0.0
1,0.0,0.0,0.0,1.7974391409262536,0.2565451470129192,0.0358854278274937,0.2135761962417092,0.0270279951736199,-1.0782454408765765,8.031746031746032,0.0,0.0721649484536082,3,1.854861695662908,1.2025608590737464,0.4008536196912488,0.8134154935906638,0.2502300645391191,0.8762886597938144,0.0882135049349175,1.98903831746795,0.5417753920140066,0.0,0.8084562213550328,1,2.033206264912152,0.0266666666666666,42,0,72,2,582,Neither,3,MCTS,1,0,0,0,0.0,1,low,0,hard,2,-0.0035125760041109,0.1377825564777068,0.1342699804735959
1,0.0,0.0,0.554945054945055,1.7733942832984138,0.4025141615900595,0.0636791187319574,0.3576682944187178,0.0636791187319574,-0.7867298616413458,0.0,0.0,0.5466666666666666,2,0.6656221416004636,0.2266057167015862,0.1133028583507931,0.8496849885002464,0.8647960535398805,0.92,0.1195103079889177,1.852109504410472,0.0,0.0,0.913364107232204,1,2.485039759838686,0.0127659574468085,82,0,12,9,150,Both,1,Tie,2,1,1,1,1.0,1,low,0,easy,0,0.0,0.0,0.0
2,0.0,0.0727272727272727,0.8571428571428571,2.4108759001573974,0.7605228555849805,0.1425234615259045,0.4042956583546942,0.0731162858735308,0.0428403219117645,6.3478260869565215,0.0,0.3087818696883853,3,2.5714475315335,0.5891240998426026,0.1963746999475342,0.8209912317560694,0.2575824081867804,0.8441926345609065,0.1404593928621231,1.995565901872708,0.6295154327275124,0.0,0.8904984075657952,0,1.935067682275855,0.0425320056899004,109,0,55,0,353,Both,1,AB,0,0,1,1,0.6,0,medium,1,easy,0,0.0570093846103618,0.0,0.0570093846103618
2,1.0,0.0689655172413793,0.5818181818181818,2.8129306175260878,0.4511115358250427,0.3360078340065728,0.3648804535237384,0.1339447006144491,0.7830865126731577,8.43661971830986,0.0,0.5058309037900874,3,0.3985060218119616,0.1870693824739127,0.0623564608246375,0.3765268164951144,0.5581322621426036,0.880466472303207,0.1146575476369588,1.9819848646097,0.6281620451164615,0.0,0.4907759843483487,0,2.072201705601405,0.0508196721311475,347,0,82,9,686,Neither,3,MCTS,1,0,0,0,0.2,0,medium,1,hard,2,-0.0672015668013145,0.3360078340065728,0.2688062672052582
4,0.0,0.1309335443037974,0.6428571428571429,4.026284621205029,0.408604064968291,0.2889639189888022,0.2450594783116188,0.1807265598103734,0.2498099746573578,7.085106382978723,7.103431839847474,0.1438165158499801,5,1.5854662426003254,0.9737153787949708,0.1947430757589941,0.6721264677775235,0.220058204297258,0.859484377667748,0.1394286008986785,1.990639316647236,0.4677424306166871,0.5298362132776413,0.8886342106253272,1,1.329441682847147,0.4886906653355964,2527,2275,2469,218,17571,Both,1,Tie,2,1,1,1,1.0,0,medium,1,easy,0,0.0,0.0,0.0
3,0.5,0.1149341142020497,0.2818181818181818,2.814445317065997,0.3480087553871795,0.0507720463197397,0.192733846915486,0.1327717503761886,0.1294248655597022,12.817518248175183,0.0,0.0587349397590361,4,1.5371957013891284,1.185554682934003,0.2963886707335007,0.1962735456091714,0.3555223830627131,0.9242254733218588,0.0891835776987459,1.9857407327022776,0.5016563093548485,0.0,0.2737852383582058,1,2.2143471258539686,0.0524568368488127,1365,21328,1761,984,23240,Both,1,Tie,2,1,1,1,1.0,1,low,0,easy,0,0.0,0.0,0.0
2,0.0,0.0256410256410256,0.9666666666666666,2.285993665042524,0.3520928085210842,0.0825133400873258,0.147526321188223,0.1082645860015332,0.4500311127599702,7.688524590163935,0.0,0.0303506017791732,4,0.0423115890319372,1.714006334957476,0.428501583739369,0.5295827856396295,0.4534880884098267,0.8673469387755102,0.1304235359298019,1.9842011167407196,0.5454422564134792,0.0,0.7550336394028965,1,2.1436862246625643,0.0389247311827957,116,3276,507,439,3822,Neither,3,AB,0,0,0,0,0.0,1,low,0,hard,2,0.5527750589257522,0.0825133400873258,0.635288399013078
1,0.0,0.0,0.1272727272727272,1.2493173941070153,0.3300650834667631,0.5197185778953529,0.2622269442021879,0.0823010489719927,1.043212595541347,0.0,0.0,0.16,2,1.3899865556507818,0.7506826058929847,0.3753413029464924,-0.5585474852391143,0.2480814297949509,0.912,0.0,1.979508012741213,0.0,0.0,-0.3349490107399094,1,2.302585092994045,0.0,20,0,11,3,125,AB,0,AB,0,0,1,0,0.0,0,high,2,medium,1,0.9608417757527568,0.0,0.9608417757527568
3,1.0,0.0989247311827957,0.9047619047619048,3.155276493730712,0.4773789800392902,0.1018306066561202,0.3902209359211204,0.0804639493189864,-0.2644382380456383,6.621621621621622,0.0,0.2621468926553672,4,1.3598818742874397,0.8447235062692884,0.2111808765673221,0.7423511283018938,0.1905225209295536,0.8508474576271187,0.1825497930678951,1.981383030125028,0.462575977084047,0.0,0.7892675831287548,1,1.7504028082128165,0.0659120806999379,464,1477,264,135,1770,Both,1,Tie,2,1,1,1,1.0,0,medium,1,easy,0,0.0,0.0,0.0
3,1.0,0.1159420289855072,0.3999999999999999,3.056956026583957,0.6634368292044889,0.159823650007762,0.1776177548386749,0.0344027959790854,-0.8099049929516524,5.111111111111111,0.0,0.5092936802973977,4,3.211565424295263,0.9430439734160432,0.2357609933540108,0.0066672241491248,0.4133955635343954,0.7955390334572491,0.3613875009529964,1.9991723746910235,0.6990633541589674,0.0,0.193900720937034,1,1.268836824028014,0.1898087293562521,137,205,55,10,269,Both,1,Tie,2,1,1,1,1.0,0,medium,1,easy,0,0.0,0.0,0.0
1,0.0,0.0,0.7637362637362637,1.6205279328431792,0.7950362999653849,0.8103692242422538,0.5502403647078333,0.339828408315208,-0.3024407397411998,0.0,0.0,0.4044943820224719,2,0.0,0.3794720671568208,0.1897360335784104,-0.2918256186958299,0.8856133211091396,0.9269662921348316,0.0776136271203981,1.9998864160278675,0.0,0.0,0.928371080187073,1,2.3715281884813426,0.0526315789473684,72,0,13,12,178,Neither,3,MCTS,1,0,0,0,0.0,0,high,2,hard,2,-0.2844536993001482,1.3986292056259222,1.114175506325774
6,0.8,0.163893957282387,0.2142857142857142,4.6967680575802575,0.3220073863392929,0.0529499188458241,0.1876801025889043,0.0203604339832186,-0.6015389793706817,7.285714285714286,7.148241206030151,0.6944982853734903,5,2.892500047554203,0.3032319424197425,0.0606463884839485,0.5318392807537973,0.2419889525688143,0.8600715670195318,0.1421895990303334,1.965610501715036,0.3195921787724478,0.4721200728247913,0.507719157577166,1,1.2442406158194936,0.5233270893551072,9316,1734,1877,111,13414,Neither,3,MCTS,1,0,0,0,0.0,1,low,0,hard,2,-0.3899732290701543,0.467043271092631,0.0770700420224766
2,1.0,0.0396039603960396,-0.0285714285714285,2.8613531161467867,0.1810799109640583,0.19410652114801,0.168356943007879,0.0747242163366666,-1.0229722877931104,4.642857142857143,4.636015325670498,0.0316155548529876,5,2.7239365666673865,2.1386468838532133,0.4277293767706426,-0.0306494488733131,0.2591000358569575,0.784698071451154,0.1861716017356018,1.9953737932179387,0.5428393644207254,0.6360749591407864,0.0931897122058948,0,1.739224596497672,0.0181818181818181,100,577,681,61,3163,Neither,3,MCTS,1,0,0,0,0.2,0,medium,1,hard,2,-0.0842572648174085,0.5077073255058113,0.4234500606884028
2,1.0,0.0476190476190476,0.4303030303030303,2.3832074412613253,0.1852412307205184,0.1231276770757471,0.2352853548940907,0.1938830072752553,0.3258951007173758,8.916666666666666,0.0,0.2571819425444596,3,1.6994200610352257,0.6167925587386747,0.2055975195795582,-0.116253813716853,0.2432984430401275,0.8878248974008208,0.1235166953702994,1.9307737656420616,0.4885270657892856,0.0,0.0419044556503515,0,2.191800687582002,0.0793805361210025,188,0,82,1,731,Neither,3,MCTS,1,0,0,0,0.4,0,medium,1,hard,2,-0.118757754100384,0.4280764809654705,0.3093187268650865
2,1.0,0.0798722044728434,0.3545454545454545,2.3950183533692586,0.5334962554365956,0.0453800037315242,0.3475586838177506,0.1814769976774629,-0.4875070879797232,10.99074074074074,0.0,0.2374429223744292,3,0.3837499563238611,0.6049816466307414,0.2016605488769138,0.8098678239356505,0.4239762961264843,0.908675799086758,0.0763431460014872,1.998235011570332,0.6450524337597118,0.0,0.6594016888924908,0,2.261819447230219,0.0447559709241952,312,0,120,7,1314,MCTS,2,MCTS,1,0,0,1,0.6,1,low,0,medium,1,-0.0129621131155441,0.0453800037315242,0.0324178906159801
2,0.0,0.0285714285714285,0.7999999999999998,2.630798287952365,0.7135635410554645,0.1836441413936622,0.1674510790232306,0.0720145442227526,0.0612164707486278,5.095238095238095,0.0,0.1069767441860465,4,2.774793297248948,1.369201712047635,0.3423004280119087,0.48847962865344,0.2640231974884463,0.8077519379844961,0.1844408911099458,1.9999586784846244,0.5351790365606018,0.0,0.7730028688138537,0,1.5002050633254058,0.0807099567099567,69,511,124,35,645,Neither,3,MCTS,1,0,0,0,0.4,0,medium,1,hard,2,-0.0734576565574648,0.1836441413936622,0.1101864848361973
3,0.0,0.1037527593818984,0.4285714285714285,3.141811137991268,0.4528951633523455,0.1307594291860023,0.3267082487401292,0.0241131942692508,-0.6904050395966114,6.631578947368421,6.56081573197378,0.0418945221985355,5,3.3357088994218747,1.858188862008732,0.3716377724017464,0.5449463017578872,0.2012177896383884,0.8475298915562146,0.1537282298024473,1.9993326155322575,0.4580058359564932,0.6972965483929578,0.7239927659393139,1,1.560933991544445,0.0472560530616495,452,1483,1645,72,10789,Neither,3,AB,0,0,0,0,0.0,0,medium,1,hard,2,0.1035765541462778,0.2726932327868404,0.3762697869331182
4,0.3333333333333333,0.0978723404255319,0.9047619047619048,3.944821903708553,0.5017315856295981,0.4369551327320772,0.36762898181875,0.251106377385506,0.9380298929234792,6.536585365853658,0.0,0.5989795918367347,4,0.3965863997767728,0.0551780962914469,0.0137945240728617,-0.1532351967592863,0.3858171432450956,0.8454081632653061,0.1361906442872892,1.997489110453738,0.7682302776759893,0.0,0.4223338877023211,0,1.5578366228782965,0.1071125680004676,1174,1640,303,232,1960,MCTS,2,MCTS,1,0,0,1,0.8,0,high,2,medium,1,-0.4743036907230014,0.5928796134037517,0.1185759226807503
4,0.6666666666666666,0.1013561741613133,0.2747252747252747,3.5231034950280598,0.48632098436955,0.0148096699618943,0.3788533559691255,0.0495401616749205,-0.2860499129197575,12.820359281437126,0.0,0.3078078078078078,4,3.3675969382774738,0.4768965049719407,0.1192241262429851,0.7656209487680857,0.1680059818197761,0.9209331282502016,0.0948996247882938,1.999833543478348,0.6052641362563743,0.0,0.8048443373178396,1,1.6059166691740017,0.2438417558928892,8405,24967,2159,299,27306,Neither,3,Tie,2,1,0,0,0.0,1,low,0,hard,2,0.0,0.0148096699618943,0.0148096699618943
4,0.0,0.1080424886191198,0.806060606060606,3.517723594833735,0.73598958420906,0.1380964658603908,0.4119668767890526,0.1231952279488952,-0.2757267834522715,9.714285714285714,0.0,0.4680972005115816,4,1.483258159721082,0.4822764051662651,0.1205691012915662,0.8207960080984513,0.4758549678070553,0.8988205201080006,0.1207946525789722,1.99998807710752,0.6712468621393366,0.0,0.9606303372645274,1,1.1102396111282011,0.5125431050443217,3294,6269,712,399,7037,Both,1,Tie,2,1,1,1,1.0,0,medium,1,easy,0,0.0,0.0,0.0
4,0.0,0.1188524590163934,0.9999999999999998,3.96240625180289,0.4387939638919885,0.2051694308086439,0.1556169389397365,0.0263847193946401,-0.0307321878388559,3.615384615384616,3.664285714285714,0.332421340629275,5,0.3851809427206495,1.0375937481971094,0.2075187496394218,-0.2188432715183392,0.2354843943414522,0.7264021887824897,0.2738543178699035,1.8948608799806317,0.4230795970647598,0.5266213532669155,0.1259660889935533,1,1.2394593525446804,0.2422781271837875,243,152,200,45,731,Both,1,Tie,2,1,1,1,1.0,0,medium,1,easy,0,0.0,0.0,0.0
2,1.0,0.056338028169014,0.5999999999999999,2.639738513195561,0.0323588568609946,0.3892815847011042,0.1993773963707955,0.1682971028291033,0.0492400632906357,4.863636363636363,0.0,0.1217391304347826,4,1.0082710961086667,1.360261486804439,0.3400653717011097,-0.5599852266635683,0.277901311796783,0.7843478260869565,0.1800792949378887,1.999872529743858,0.5285296787347333,0.0,-0.1434512447636786,0,1.51483779404422,0.1070175438596491,70,439,124,84,575,MCTS,2,MCTS,1,0,0,1,0.8,0,medium,1,medium,1,-0.605011872725757,0.7562648409071961,0.1512529681814392
3,0.5,0.0736842105263157,0.9428571428571428,3.781121212110536,0.4762923504577504,0.0296118920463409,0.3862987987761526,0.0159528197693727,-0.6878257252403531,4.166666666666667,4.318548387096774,0.1302549965541006,5,1.3324408055339934,1.2188787878894636,0.2437757575778927,0.8904077786369169,0.2236080045478039,0.7677463818056512,0.3121555503951619,1.9978742089522312,0.7315646816207715,0.6573279882608526,0.8618268502744392,0,1.618767698269097,0.1289396681749623,189,277,337,44,1451,AB,0,AB,0,0,1,0,0.2,1,low,0,medium,1,0.0236895136370727,0.0,0.0236895136370727
5,0.5,0.1650825412706353,0.9999999999999998,4.241586044181907,0.7362456189475636,0.8910267465614512,0.4501307205408754,0.0028245301243758,-1.149536034378935,5.388888888888889,5.5,0.1266641308482312,6,2.9054644553275,1.7584139558180931,0.2930689926363488,-0.4662742769993611,0.2662313114419758,0.8188791682515532,0.1875119345088604,1.9999994271952093,0.8391714408198576,0.7878804517497348,0.2732847117230729,1,0.811207171379706,0.5368893040967623,1998,483,2857,1249,15774,Both,1,Tie,2,1,1,1,1.0,0,high,2,easy,0,0.0,0.0,0.0
1,0.0,0.0,0.4181818181818181,1.2055713536802566,0.1273655836469785,0.0006556332703594,0.1035903663446519,0.0006556332703593,0.1162982918468059,0.0,0.0,0.1428571428571428,2,1.209108753461749,0.7944286463197434,0.3972143231598717,-0.648337452300275,0.1118756844413941,0.9142857142857144,0.0,1.2639978199742965,0.0,0.0,-0.9484902017932,1,2.302585092994045,0.0,20,0,12,2,140,Neither,3,AB,0,0,0,0,0.0,1,low,0,hard,2,0.1897799606007721,0.0328480557111227,0.2226280163118948
1,0.0,0.0,0.8333333333333333,1.3947147282556491,0.4771531250090408,0.1072435263896582,0.3529313991467758,0.1401374529572845,0.1935529734315373,11.602409638554215,0.0,0.0300187617260788,3,1.2886995457373598,1.6052852717443509,0.5350950905814503,0.7067084595593911,0.2731924164077952,0.9136960600375236,0.11925571741874,1.969882008071254,0.5848000337444396,0.0,0.3797021796772576,1,2.138345896875967,0.0,32,0,92,4,1066,AB,0,AB,0,0,1,0,0.0,0,medium,1,medium,1,0.5776551828224611,0.0,0.5776551828224611
1,0.0,0.0,0.7909090909090909,1.2493173941070153,0.3743150655895895,0.029802926602222,0.3413345812017152,0.0189801844593718,-0.3660350040625832,0.0,0.0,0.16,2,0.7795058800457058,0.7506826058929847,0.3753413029464924,0.9380465254819148,0.3852511385444235,0.912,0.0932468930941635,1.9426814153374348,0.0,0.0,0.3996006442065611,1,2.3978952727983707,0.0,20,0,11,4,125,Neither,3,AB,0,0,0,0,0.0,1,low,0,hard,2,0.5687120237645527,0.044960235440514,0.6136722592050667
2,0.0,0.0763358778625954,0.6,2.501417885516779,0.594038058834162,0.0280351140886436,0.3152573500685847,0.0651423537525126,-0.9104897930510394,7.153846153846154,0.0,0.3963414634146341,3,0.9544931938188725,0.498582114483221,0.1661940381610736,0.903493393888222,0.1867157619796882,0.8597560975609756,0.1025920293722654,1.9858340320279613,0.5677199061060967,0.0,0.8667454400143686,0,1.7238900442511147,0.0488888888888888,130,0,46,3,328,Both,1,AB,0,0,1,1,0.6,1,low,0,easy,0,0.0112140456354574,0.0,0.0112140456354574
3,0.0,0.1038615179760319,0.9285714285714286,3.4020446472023504,0.7212408851437936,0.00882250380435,0.3707451257848113,0.2100801967648319,-0.5892874070298807,6.9361702127659575,6.888535031847134,0.0487234457220814,5,3.7308131671913136,1.5979553527976496,0.3195910705595299,0.3120700831779862,0.2071885478314905,0.8549990255310855,0.1542531801882496,1.9999766749272647,0.7196420339417997,0.7756639706682326,0.3697195260666592,1,1.5292459956274935,0.402714515757994,750,2029,2232,73,15393,Both,1,Tie,2,1,1,1,1.0,1,low,0,easy,0,0.0,0.0,0.0
3,1.0,0.0833333333333333,0.3999999999999999,2.941321524680921,0.6776763826121607,0.7797656494425864,0.5272151005874753,0.031033187357075,-0.7140988205608172,4.0,0.0,0.36875,4,1.100037771250698,1.0586784753190792,0.2646696188297698,-0.424514475441147,0.2872616829345861,0.74375,0.4376207249173626,1.9996352013857843,0.0657388993150129,0.0,0.4282471824023696,0,1.250075970474878,0.1064835164835164,59,112,41,24,160,Neither,3,MCTS,1,0,0,0,0.4,0,high,2,hard,2,-0.4248803747445259,0.9209832931519506,0.4961029184074247
5,1.0,0.1639255864114316,0.7142857142857143,5.106284537721953,0.196219052095794,0.0871640663320451,0.1944946996192827,0.3551835910817894,1.2106522339189345,5.375,5.254637436762226,0.1929641965029142,6,0.591370922574918,0.8937154622780472,0.1489525770463412,0.083196543802318,0.2982080455642086,0.8114071606994172,0.192785062154166,1.9774119317076495,0.4608312244412899,0.4413764325732332,0.156590689070897,1,1.2374728954089036,0.4867262733859205,3708,649,3624,2731,19216,Both,1,Tie,2,1,1,1,1.0,1,low,0,easy,0,0.0,0.0,0.0
2,1.0,0.1121495327102803,0.1999999999999999,2.8975576243628565,0.3143133072781399,0.1041594878284084,0.1027125875426882,0.0422897697545092,-0.3185812987603041,5.25925925925926,0.0,0.1247058823529411,4,1.6594341036179363,1.1024423756371435,0.2756105939092859,0.6770414270828549,0.2590773057762389,0.8117647058823529,0.1641012387251988,1.8568295588727035,0.3622107638940714,0.0,0.6932064603413872,0,1.5615055558927176,0.0497536945812807,106,674,160,73,850,MCTS,2,MCTS,1,0,0,1,0.8,0,medium,1,medium,1,-0.0833275902627267,0.1041594878284084,0.0208318975656817
